http://www.ysbxdyf.com/p/50044684.htm,呵护健康-->医疗器械,[袋鼠医生]一次性使用医用口罩(平面形无菌),16.00元,【通用名称】:一次性使用医用口罩    【商品名称】:[袋鼠医生]一次性使用医用口罩(平面形无菌)    【包装规格】:9.5cmx17cmx10片(平面形独立小包装)    【功能描述】:适用于佩戴者在不存在液体和喷溅风险的普通医疗环境下的卫生护理。    【商品说明】:打开包装，取出口罩，按鼻梁条卡在上面，褶皱方向向下为外侧，戴上口罩，将指尖沿着鼻梁调节鼻梁卡，由中间至两边，慢慢向内压，直至紧贴鼻梁和面部。    【贮藏条件】:应贮存在相对湿度≤80%，无有害气体、阴凉、通风良好、洁净的环境内。    【注意事项】:1、本品经环氧乙烷灭菌，灭菌有效期二年。2、本品为一次性使用，用后销毁。3、生产日期、失效日期见包装。4、口罩上的鼻梁卡不宜频繁折叠，以延长使用时间。5、请保存在阴凉处及幼儿触及不到之处。6、空气不流通、呼吸不顺畅或睡眠中，不建议配戴。7、三岁以下幼童因肺活量较低，不建议使用。8、使用中，皮肤出现异常或不舒服时，请停止使用。9、不慎弄脏请及时更换，从卫生角度出发建议一天使用一个。    【生产厂商】:河南亚都实业有限公司
http://www.ysbxdyf.com/p/32820301.htm,呵护健康-->医疗器械,[小羚羊]小儿退热贴,24.50元,【通用名称】:小儿退热贴    【商品名称】:[小羚羊]小儿退热贴    【包装规格】:50mmx120mmx2片x2袋    【功能描述】:用于物理退热、冷敷理疗。    【使用说明】:1.沿剪切线剪开包装袋，揭去塑料膜后将凝胶面直接贴在额头或太阳穴，左右颈总动脉，左右腋下动脉，左右股动脉处；2.使用前请清洁贴敷部位表皮汗渍，油污，以免影响产品贴敷性；3.一贴仅限一次使用，每贴可持续使用10小时；4.开封后即可使用，请将未用贴片用包装袋密封；5.可根据实际需要适当裁剪后，再行使用；6.本品为物理治疗用品，不可替代药品。    【商品说明】:1.沿剪切线剪开包装袋，揭去塑料膜后将凝胶面直接贴在额头或太阳穴、左右颈总动脉、左右腋下动脉、左右股动脉处；2.使用前请清洁贴敷部位表皮汗渍、油污，以免影响产品贴敷性；3.一贴仅限一次使用，每贴可持续使用10小时；4.开封后即刻使用，请将未用贴片用包装袋密封；5.可根据实际需要适当裁剪后，再行使用；6.本品为物理治疗用品，不可替代药品。    【贮藏条件】:室温、避光处储存，冷藏(勿冷冻)效果更佳。    【注意事项】:1.勿贴于敏感性皮肤，近眼睛位置及嘴部；2.勿贴于创伤性皮肤；3.本品为外用凝胶膏剂，勿食用；4.儿童请在成人监督下使用；5.感染性、突发性及高热应在医生指导下使用。    【儿童提醒】:儿童请在成人监督下使用    【生产厂商】:河南羚锐制药股份有限公司
http://www.ysbxdyf.com/p/32830001.htm,呵护健康-->医疗器械,[稳豪]血糖试纸(葡萄糖氧化酶法),219.00元,【通用名称】:血糖试纸(葡萄糖氧化酶法)    【商品名称】:[稳豪]血糖试纸(葡萄糖氧化酶法)    【包装规格】:25片x2瓶    【功能描述】:用于体外血糖监测。用于体外诊断自我测试。    【使用说明】:仅需少量血样，将血样自动吸入试纸。使用前请参阅仪器操作说明书。    【商品说明】:使用本产品之前，请阅读使用说明书。    【贮藏条件】:储存温度不得高于30℃(86℉)。不要冷藏。    【注意事项】:储存温度不得高于30℃(86℉)。不要冷藏。如果已过期，请不要使用。打开试纸瓶后，请在3个月内使用。试纸瓶或试纸瓶盖内有干燥剂。其他内容详见说明书。    【生产厂商】:LifeScanEurope(美国)
http://www.ysbxdyf.com/p/50032851.htm,呵护健康-->医疗器械,[江赫]棉签(消毒级),2.80元,【通用名称】:棉签    【商品名称】:[江赫]棉签(消毒级)    【包装规格】:10cmx50支(竹棒)    【功能描述】:用于对手术或穿刺部位的皮肤、机械创伤及器械的局部涂抹消毒剂。    【商品说明】:涂抹药物或消毒剂，擦拭皮肤或创面。    【注意事项】:普通级根据用途决定是否消毒后使用，消毒级可以直接使用；属于一次性用品，不能重复使用；发霉、包装破损、过期后严禁使用。    【生产厂商】:湖北省潜江市江赫医用材料有限公司
http://www.ysbxdyf.com/p/31486001.htm,呵护健康-->医疗器械,[小林冰宝贴]医用退热贴(成人用),39.60元,【通用名称】:医用退热贴    【商品名称】:[小林冰宝贴]医用退热贴(成人用)    【包装规格】:6片(50mmx130mmx2片x3袋)(成人用)    【功能描述】:适用于物理退热、冷敷理疗。    【商品说明】:1、揭开透明薄膜，将蓝色胶贴面紧贴于额头、脖颈、太阳穴或其他需要降温、冷敷的部位。可根据需要剪成相应大小使用。2、请勿贴于毛发处，如皮肤表面有水分，请擦拭干净后再使用。请尽量避免反复粘贴，以免粘力减弱。3、考虑到本品的卫生以及功能，一片请使用一片。4、如果将本品放入冰箱冷藏室冷藏后再使用，能得到更好的冷却效果(请勿放入冷冻室)。    【贮藏条件】:避免高温，请在阴凉、干燥、避光、儿童不易接触处保存    【注意事项】:1、皮肤异常(伤口、湿疹、皮炎等)部位以及眼部请勿使用。2、请注意避免误食以及粘贴于口鼻等部位，请在大人监护下使用。3、本品用于辅助降温、非药品，如果高烧持续不退，请速到医院诊治。4、请在医师的指导下使用。    【生产厂商】:合肥小林日用品有限公司
http://www.ysbxdyf.com/p/31052101.htm,呵护健康-->医疗器械,[小林冰宝贴]医用退热贴(儿童用),19.90元,【通用名称】:医用退热贴    【商品名称】:[小林冰宝贴]医用退热贴(儿童用)    【包装规格】:50mmx110mmx2片x3袋    【功能描述】:用于物理退热、冷敷理疗。仅用于闭合性软组织    【商品说明】:1.揭开透明薄膜，将蓝色胶贴面紧贴于额头、脖颈、太阳穴或其他需要降温、冷敷的部位。可根据需要裁剪成相应大小使用2.请勿贴于毛发处，如皮肤表面有水分，请擦拭干净后再使用。请尽量避免反复粘贴，以免粘力减弱3.考虑到本品的卫生以及功能，一片请使用一次4.如果将本品放入冰箱冷藏室冷藏后再使用，能得到更好的冷却效果（请勿放入冷冻室）    【注意事项】:1.皮肤异常（伤口、湿疹、皮炎等）部位以及眼部请勿使用2.儿童、婴儿或身体障碍的人，以及不能自行揭下的情况下，贴在口鼻或放进口中可能会有窒息的危险，请务必在监护者看护下使用3.本品用于辅助降温，非药品。如高烧持续不退，请速到医院诊治4.过敏体质人群请在使用前咨询医师5.使用中皮肤感到强烈不适(如瘙痒、疼痛等)或皮肤出现异常(如红肿、红疹等)，令您感觉不适合贴肤使用时，请停止使用。如果皮肤问题仍然得不到改善，请携带本品前往医院皮肤科就诊6.请在医师的指导下使用7.降温时间与持续时间在不同使用环境下回略有不同    【生产厂商】:合肥小林日用品有限公司
http://www.ysbxdyf.com/p/50041573.htm,呵护健康-->医疗器械,[袋鼠医生]医用碘伏棉签(自流式),12.80元,【通用名称】:医用碘伏棉签    【商品名称】:[袋鼠医生]医用碘伏棉签(自流式)    【包装规格】:8cmx20支(自流式)    【功能描述】:适用于注射、输液前对完整皮肤进行消毒使用。    【商品说明】:1、将棉棒彩环端沿胶膜向上顶出或中间撕开胶膜。2、抽出棉棒后，将印有彩环端向上，一手握住棉棒上端。3、另一手沿彩环处折断。4、待管内液体流至管身一半即可反转棉棒使用。    【贮藏条件】:建议贮存于相对湿度≤80%，通风，避光，无腐蚀性气体环境中。    【注意事项】:1、小包装破损，禁止使用。2、本品为一次性使用，用后销毁。3、生产日期、失效日期见包装。4、本品经辐照灭菌，无菌有效期二年。    【生产厂商】:河南亚都实业有限公司
http://www.ysbxdyf.com/p/31613301.htm,呵护健康-->医疗器械,[小林冰宝贴]医用退热贴(0-2岁婴儿用),19.90元,【通用名称】:医用退热贴    【商品名称】:[小林冰宝贴]医用退热贴(0-2岁婴儿用)    【包装规格】:6片(40mmx90mmx2片x3袋)    【功能描述】:适用于物理退热，冷敷理疗    【商品说明】:1.揭开透明薄膜，将透明胶贴面紧贴于额头、脖颈、太阳穴或其他需要降温、冷敷的部位。可根据需要剪成相应大小使用。2、请勿贴于毛发处，如皮肤表面有水分，请擦拭干净后再使用。请尽量避免反复粘贴，以免粘力减弱。3、考虑到本品的卫生以及功能，一片请使用一片。4、如果将本品放入冰箱冷藏室冷藏后再使用，能得到更好的冷却效果（请勿放入冷冻室）。    【贮藏条件】:1.避免高温，请在阴凉、避光、儿童不易触及之处保存2.开封后请尽早使用，剩余产品请放入原装铝袋，沿开口处蓝色虚线折两层封好，尽量避免产品接触空气    【注意事项】:1、皮肤异常(伤口、湿疹、皮炎等)部位以及眼部请勿使用2、儿童，婴儿或身体障碍的人，以及不能自行揭下的情况下，贴在口鼻或放进口中可能会有窒息的危险，请务必在监护者看护下使用3、本品用于辅助退热，非药品。如高烧持续不退，请速到医院诊治4、请在医师的指导下使用。    【生产厂商】:合肥小林日用品有限公司
http://www.ysbxdyf.com/p/50023359.htm,呵护健康-->医疗器械,[袋鼠医生]医用棉签(无菌),4.50元,【通用名称】:医用棉签    【商品名称】:[袋鼠医生]医用棉签(无菌)    【包装规格】:8cmx100支    【功能描述】:适用于临床蘸取消毒液作皮肤消毒使用。    【商品说明】:打开小包装，即可使用。    【贮藏条件】:贮存于相对湿度≤80%，通风，无腐蚀性气体环境中。远离火源及易燃物。    【注意事项】:1、小包装破损，禁止使用。2、本品为一次性使用，用后销毁。3、生产日期、使用期限见包装袋封口。4、经环氧乙烷灭菌，无菌有效期二年。    【生产厂商】:河南亚都实业有限公司
http://www.ysbxdyf.com/p/50025110.htm,呵护健康-->医疗器械,[袋鼠医生]医用脱脂纱布叠片(无菌),4.90元,【通用名称】:医用脱脂纱布叠片    【商品名称】:[袋鼠医生]医用脱脂纱布叠片(无菌)    【包装规格】:80x100mmx8层x5片    【功能描述】:医用。    【商品说明】:详见说明    【注意事项】:1.小包装破损，禁止使用。2.本品为一次性使用，用后销毁。3.生产日期、失效日期见包装。4.本品经环氧乙烷灭菌，无菌有效期二年。(其他内容详见说明书)    【生产厂商】:河南亚都实业有限公司
