http://www.ysbxdyf.com/p/50033023.htm,个人护理-->成人用品,杜蕾斯小魔怪震震环,59.00元,【通用名称】:杜蕾斯小魔怪震震环    【商品名称】:杜蕾斯小魔怪震震环    【成份】:热塑性弹性体（TPE）    【包装规格】:1只(LJS-A-D-02)    【贮藏条件】:应贮存在凉爽、通风、干燥处，保证产品避免阳光直晒、高温、重压、潮湿及污染。    【注意事项】:本品仅适合成年人使用。非避孕用品。请勿在水中使用本产品。请远离儿童放置。使用前请仔细阅读包装内使用说明书。使用说明书内含有产品使用和报废处理的重要信息，请妥善保管。若使用利器打开消费包装，可能会对产品造成损伤，请小心谨慎。本包装为显窃启包装，如果发现包装损坏请勿使用。本品内附带一枚震动转子，内含两粒AG3/LR41锌锰纽扣电池，电池电置耗尽后，请立即弃用，切勿更换震动转子内的纽扣电池。心脏起搏器佩戴者请在使用本产品前咨询医生。    【生产厂商】:阿斯利康制药有限公司
http://www.ysbxdyf.com/p/50034943.htm,个人护理-->成人用品,[杜蕾斯]女性快感增强液(欢潮),99.00元,【通用名称】:女性快感增强液    【商品名称】:[杜蕾斯]女性快感增强液(欢潮)    【成份】:水、丙二醇、甘油、羟乙基纤维素、PEG-40氢化蓖麻油、芳香精、苯甲酸、氢氧化钠    【使用说明】:打开盖子，将上部旋转四分之一圈，按压泵头。注意首次使用时，可能需要按压10次左右才能挤压出液体。再次使用时，您可迅速得到正确的剂量。轻柔涂抹在阴蒂和私密处。    【商品说明】:蕴含DUREXDESIREX燃情配方，为她带来如潮水般的欢愉！前戏时使用在女性私密处，带来撩情热感、沁爽凉感、麻刺快感三重美妙体验。让她的私密处更敏感，乐享欢潮时光，为性爱中的爱侣双方带来更强烈的性爱体验。本产品是女性快感增强液，每次使用量建议2-3滴(每瓶可用20次左右)。但最终效果因人而异，可根据个人喜好逐滴增加。杜蕾斯强烈推荐每个女性主动了解自己的高潮反应，从欢潮女性快感增强液中获得更多欢愉感受！    【包装规格】:10ml    【贮藏条件】:请置于凉爽干燥处，避免阳光直接照晒    【注意事项】:请避免本产品与眼睛、皮肤伤口处接触。如有过敏反应或不适，请立即停止使用。如症状持续，请咨询医生。如果您或您的伴侣处于孕期或晡乳期，使用前请咨询医生。本产品可舔舐，但不是食品，请放置于远离孩童触及处。可与天然胶乳橡胶避孕套和合成胶乳橡胶避孕套一同使用。不能与聚氨酯避孕套一同使用。产品开启后请在六个月内使用完毕。    【生产厂商】:ReckittBenckiserHealthcare(UK)Limited利洁时公司医疗英国有限公司
http://www.ysbxdyf.com/p/50028501.htm,个人护理-->成人用品,[奇力康]人体润滑液(男女润滑液抑菌剂激情快感),38.00元,【通用名称】:人体润滑液    【商品名称】:[奇力康]人体润滑液(男女润滑液抑菌剂激情快感)    【成份】:甘油、沙棘油、乳木果油、薄荷油、葡萄糖酸氯已定。    【使用说明】:1.您可以在性爱中使用，按压泵头挤出适量润滑液，将润滑液抹于自己或伴侣所需部位，可根据需要加大用量和次数。2.可以和安全套一起使用，使用时先将安全套戴好，然后将润滑液抹在安全套表面即可。    【商品说明】:奇力康男女润滑液抑菌剂如丝般润滑的质地，水溶性液体，质地清爽不粘腻，易清洗、无残留，超爽滑，健康无任何副作用。性爱时刻让彼此融为一体，爽滑持久，毫无阻碍，让平淡的生活充满乐趣，战斗无极限。    【包装规格】:55ml    【贮藏条件】:常温避光、通风干燥、密闭运输贮藏。    【注意事项】:1.本品无避孕效果，不含杀精剂，不能用于性生活中对性病的预防。2.置于儿童无法触及处，阴凉避光保存。3.若有不适及过敏现象，请停止使用。    【生产厂商】:江苏奇力康皮肤药业有限公司
http://www.ysbxdyf.com/p/50055015.htm,个人护理-->成人用品,[WetStuff]GOLD(贵族金)水溶性人体润滑剂,168.00元,【通用名称】:GOLD(贵族金)水溶性人体润滑剂    【商品名称】:[WetStuff]GOLD(贵族金)水溶性人体润滑剂    【成份】:甘油、丙二醇、纯净水、羟乙基纤维素、鹿角菜胶、对羟基苯甲酸甲酯、对羟基苯甲酸乙酯、苯氧乙醇、乳酸钠、维他命E、乙二胺四乙酸等，    【商品说明】:是一款长效、丝滑、自然、透明的水溶性人体润滑剂，旨在提高亲密体验时的快感，一定程度上能补充性生活中自然润滑的不足。本品略带热感，可配合安全套使用。    【包装规格】:55g    【贮藏条件】:请置于干净、干燥、阴凉处。    【注意事项】:有炎症者禁止使用；备孕及怀孕期间按医嘱并谨慎使用！产品使用过程中如有任何不适，请立即停止使用，并用清水冲洗；若症状持续，请立即就医。衣物等如不慎沾染本品，可先用清水浸泡，然后用清水清洗干净即可。本产品润滑对高，如有漏出，请立即清洁。    【生产厂商】:澳大利亚GELWORKS公司
http://www.ysbxdyf.com/p/50059898.htm,个人护理-->成人用品,独爱润滑液,98.00元,【通用名称】:独爱润滑液    【商品名称】:独爱润滑液    【成份】:纯化水、卡波姆、甘油、丙二醇、透明质酸、对羟基苯甲酸甲酯、对羟基苯甲酸丙酯等组成。    【使用说明】:使用时挤出适量润滑液，涂于需要润滑的部位。可自行调节用量。    【商品说明】:可配合避孕套、成人器具和妇女卫生棉条的使用，也可用于干性医疗器械进入人体时的表面润滑。    【包装规格】:25mlx2    【贮藏条件】:通风阴凉处密封保存，避免阳光直接照射或高温。    【注意事项】:本品外用，避免接触眼睛，无避孕及预防性病作用。使用过程中如有不适请停止使用，并咨询医生。    【生产厂商】:金华市艾润卫生用品厂
http://www.ysbxdyf.com/p/50059901.htm,个人护理-->成人用品,独爱润滑液(水溶性人体润滑液长效滋滑),12.80元,【通用名称】:独爱润滑液    【商品名称】:独爱润滑液(水溶性人体润滑液长效滋滑)    【成份】:纯化水、卡波姆、甘油、丙二醇、透明质酸、对羟基苯甲酸甲酯、对羟基苯甲酸丙酯等组成。    【使用说明】:使用时挤出适量润滑液，涂于需要润滑的部位。可自行调节用量。    【商品说明】:可配合避孕套、成人器具和妇女卫生棉条的使用，也可用于干性医疗器械进入人体时的表面润滑。    【包装规格】:60ml    【贮藏条件】:通风阴凉处密封保存，避免阳光直接照射或高温。    【注意事项】:本品外用，避免接触眼睛，无避孕及预防性病作用。使用过程中如有不适请停止使用，并咨询医生。    【生产厂商】:金华市艾润卫生用品厂
http://www.ysbxdyf.com/p/50059896.htm,个人护理-->成人用品,独爱润滑液(玻尿酸润滑液水溶性拉丝),25.00元,【通用名称】:独爱润滑液    【商品名称】:独爱润滑液(玻尿酸润滑液水溶性拉丝)    【成份】:纯化水、卡波姆、甘油、丙二醇、透明质酸、对羟基苯甲酸甲酯、对羟基苯甲酸丙酯等组成。    【使用说明】:使用时挤出适量润滑液，涂于需要润滑的部位。可自行调节用量。    【商品说明】:可配合避孕套、成人器具和妇女卫生棉条的使用，也可用于干性医疗器械进入人体时的表面润滑。    【包装规格】:70ml    【贮藏条件】:通风阴凉处密封保存，避免阳光直接照射或高温。    【注意事项】:本品外用，避免接触眼睛，无避孕及预防性病作用。使用过程中如有不适请停止使用，并咨询医生。    【生产厂商】:金华市艾润卫生用品厂
http://www.ysbxdyf.com/p/50059899.htm,个人护理-->成人用品,独爱润滑液(水溶性人体润滑液活力滋养),12.80元,【通用名称】:独爱润滑液    【商品名称】:独爱润滑液(水溶性人体润滑液活力滋养)    【成份】:纯化水、卡波姆、丙二醇、透明质酸、对羟基苯甲酸甲酯、对羟基苯甲酸丙酯等组成。    【使用说明】:使用时挤出适量润滑液，涂于需要润滑的部位。可自行调节用量。    【商品说明】:可配合避孕套、成人器具和妇女卫生棉条的使用，也可用于干性医疗器械进入人体时的表面润滑。    【包装规格】:60ml    【贮藏条件】:存放于阴凉处，避免阳光直接照射或高温。    【注意事项】:本品外用，避免接触眼睛，不含杀精成分。使用中如有不适请停止使用，并咨询医生。    【生产厂商】:金华市艾润卫生用品厂
http://www.ysbxdyf.com/p/32884090.htm,个人护理-->成人用品,[jintoo斯薇婷]女性快感增强液(水溶性),198.00元,【通用名称】:女性快感增强液    【商品名称】:[jintoo斯薇婷]女性快感增强液(水溶性)    【成份】:水、甘油、丙二醇、黄皮树提取物、PEG-20植物甾醇、卡波姆、透明质酸钠、羟乙基纤维素、玫瑰花蕾提取物、薄荷脑、蚕丝胶蛋白、生育酚(维生素E)、肉豆蔻提取物。    【使用说明】:使用时挤出适量本品，涂抹于身体需要润滑的部位，可根据个人体验自行调节用量。    【包装规格】:30g    【贮藏条件】:请置于阴凉干燥及婴童无法触及处，避免阳光直接照射或高温。    【注意事项】:本品仅供外用，不可食用，避免接触眼睛，不含杀精成分。使用中如有不适请停止使用，并咨询医生。    【生产厂商】:广州姿采化妆品厂
http://www.ysbxdyf.com/p/50033024.htm,个人护理-->成人用品,[杜蕾斯]手指震动套,59.00元,【通用名称】:手指震动套    【商品名称】:[杜蕾斯]手指震动套    【包装规格】:1只(LJS-B-D-01)    【贮藏条件】:本品应储存在通风、干燥的环境中，避免阳光直射，周围应无腐蚀性化学物品。    【注意事项】:本品仅适合成年人使用，并无避孕效果，请仔细阅读使用说明    【生产厂商】:ReckittBenckiserHealthcare(UK)Limited利洁时公司医疗英国有限公司
