http://www.ysbxdyf.com/p/50003110.htm,中药饮片-->名贵滋补,[同仁堂]党参,102.00元,【通用名称】:党参    【商品名称】:[同仁堂]党参    【功能主治】:健脾益肺，养血生津。用于脾肺气虚，食少倦怠，咳嗽虚喘，气血不足，面色萎黄，心悸气短，津伤口渴，内热消渴。    【用法用量】:9-30g.    【包装规格】:120g    【贮藏条件】:置通风干燥处，防蛀。    【有效期】:36个月    【注意事项】:不宜与藜芦同用。    【批准文号】:皖20160274    【生产厂商】:北京同仁堂(亳州)饮片有限责任公司
http://www.ysbxdyf.com/p/50031463.htm,中药饮片-->名贵滋补,[同仁堂]西洋参,999.00元,【通用名称】:西洋参    【商品名称】:[同仁堂]西洋参    【功能主治】:补气养阴，清热生津。    【用法用量】:3～6g，另煎兑服。    【包装规格】:70gx2罐    【有效期】:48月    【注意事项】:不宜与藜芦同用。    【批准文号】:《中华人民共和国药典》2015年版    【生产厂商】:北京同仁堂参茸中药制品有限公司
http://www.ysbxdyf.com/p/50042176.htm,中药饮片-->名贵滋补,[同仁堂]中国结礼盒一(西洋参+枸杞子),688.00元,【通用名称】:中国结礼盒一(西洋参+枸杞子)    【商品名称】:[同仁堂]中国结礼盒一(西洋参+枸杞子)    【功能主治】:西洋参:补气养阴，清热生津。用于气虚阴亏，虚热烦倦，咳喘痰血，内热消渴，口燥咽干。枸杞子：滋补肝肾，益精明目。用于虚劳精亏，腰膝酸痛，眩晕耳鸣，阳痿遗精，内热消渴，血虚萎黄，目昏不明。    【用法用量】:西洋参:3~6g，另煎兑服。枸杞子：6~12g。    【包装规格】:西洋参切片60gx2瓶+枸杞子80g    【贮藏条件】:置阴凉干燥处，密闭，防闷热，防潮，防蛀。    【有效期】:36月    【注意事项】:西洋参:不宜与藜芦同用    【批准文号】:吉20160037    【生产厂商】:北京同仁堂吉林人参有限责任公司
http://www.ysbxdyf.com/p/50021229.htm,中药饮片-->名贵滋补,[同仁堂]灵芝片,36.00元,【通用名称】:灵芝片    【商品名称】:[同仁堂]灵芝片    【功能主治】:补气安神，止咳平喘。用于眩晕不眠，心悸气短、虚劳咳喘。    【用法用量】:6-12g    【包装规格】:60g    【有效期】:36月    【批准文号】:皖20160274    【生产厂商】:北京同仁堂(亳州)饮片有限责任公司
http://www.ysbxdyf.com/p/50032968.htm,中药饮片-->名贵滋补,[药都]丹参粉,88.00元,【通用名称】:丹参粉    【商品名称】:[药都]丹参粉    【功能主治】:活血祛瘀，通经止痛，清心除烦，凉血消痈。用于胸痹心痛，脘腹胁痛，癓瘕积聚，热痹疼痛，心烦不眠，月经不调，痛经经闭，疮疡肿痛。    【用法用量】:口服一次2~3g。    【包装规格】:3gx30袋    【贮藏条件】:置干燥处。    【有效期】:36月    【注意事项】:不宜与藜芦同用。    【批准文号】:京20150046    【生产厂商】:北京宏济药业有限公司
http://www.ysbxdyf.com/p/50010198.htm,中药饮片-->名贵滋补,[同仁堂]川贝母粉,222.00元,【通用名称】:川贝母粉    【商品名称】:[同仁堂]川贝母粉    【功能主治】:清热润肺，化痰止咳。用于肺热燥咳，干咳少痰，阴虚劳嗽，咯痰带血。    【用法用量】:冲服，一次1-2g。或遵医嘱。    【包装规格】:2gx10瓶    【贮藏条件】:置通风干燥处，防蛀。    【注意事项】:不宜与乌头类药材同用    【批准文号】:皖20160274    【生产厂商】:北京同仁堂(亳州)饮片有限责任公司
http://www.ysbxdyf.com/p/50007416.htm,中药饮片-->名贵滋补,[金贵]西洋参(云片),388.00元,【通用名称】:西洋参    【商品名称】:[金贵]西洋参(云片)    【功能主治】:补气养阴，清热生津。用于气虚阴亏，虚热烦倦，咳喘痰血，内热消渴，口燥咽干。    【用法用量】:3-6g，另煎兑服。    【包装规格】:100g(50gx2瓶)    【贮藏条件】:置阴凉干燥处，密闭，防蛀。    【有效期】:36月    【注意事项】:不宜与藜芦同用。    【批准文号】:鄂20160204    【生产厂商】:湖北金贵中药饮片有限公司
http://www.ysbxdyf.com/p/50042982.htm,中药饮片-->名贵滋补,【药都】破壁灵芝孢子粉+三七粉+西洋参粉,348.00元,NULL
http://www.ysbxdyf.com/p/50042079.htm,中药饮片-->名贵滋补,[药都]护心三宝(西洋参粉+三七粉+丹参粉）,319.00元,NULL
http://www.ysbxdyf.com/p/50040885.htm,中药饮片-->名贵滋补,[龙宝]西洋参片,38.00元,【通用名称】:西洋参片    【商品名称】:[龙宝]西洋参片    【功能主治】:补气养阴，清热生津。用于气虚阴亏，虚热烦倦，咳喘痰血，内热消渴，口燥咽干。    【用法用量】:3-6g，另煎兑服。    【包装规格】:10g(大片)    【贮藏条件】:置阴凉干燥处，密闭，防蛀。    【有效期】:36月    【注意事项】:不宜与藜芦同用。    【批准文号】:辽20150085    【生产厂商】:龙宝参茸股份有限公司
